DateTime,Open,High,Low,Close,Volume
2024-01-08 00:00:00,2026.6,2026.8904,2025.962,2026.2508,16344
2024-01-08 01:00:00,2026.2508,2026.5312,2025.6333,2025.909,15032
2024-01-08 02:00:00,2025.909,2026.1386,2025.2474,2025.5043,15788
2024-01-08 03:00:00,2025.5043,2025.7875,2024.8522,2025.1617,17126
2024-01-08 04:00:00,2025.1617,2025.4031,2024.576,2024.878,15178
2024-01-08 05:00:00,2024.878,2025.1548,2024.2349,2024.5065,15946
2024-01-08 06:00:00,2024.5065,2024.7896,2023.8834,2024.13,16596
2024-01-08 07:00:00,2024.13,2024.4197,2023.5043,2023.756,15194
2024-01-08 08:00:00,2023.756,2023.9895,2023.12,2023.3938,18295
2024-01-08 09:00:00,2023.3938,2023.6342,2022.7148,2022.9974,15812
2024-01-08 10:00:00,2022.9974,2023.2792,2022.4006,2022.6727,17845
2024-01-08 11:00:00,2022.6727,2022.9644,2022.2886,2022.5586,15726
2024-01-08 12:00:00,2022.5586,2022.8477,2021.9789,2022.2684,16471
2024-01-08 13:00:00,2022.2684,2022.5286,2021.7972,2022.0646,15630
2024-01-08 14:00:00,2022.0646,2022.3294,2021.4825,2021.65,17223
2024-01-08 15:00:00,2021.65,2021.9301,2021.0709,2021.2606,16519
2024-01-08 16:00:00,2021.2606,2021.5713,2020.6792,2020.9229,15428
2024-01-08 17:00:00,2020.9229,2021.2108,2020.3511,2020.6111,17122
2024-01-08 18:00:00,2020.6111,2020.8546,2020.0463,2020.3401,17759
2024-01-08 19:00:00,2020.3401,2020.6232,2019.7863,2020.0798,16805
2024-01-08 20:00:00,2020.0798,2020.3762,2019.5084,2019.7759,17228
2024-01-08 21:00:00,2019.7759,2020.032,2019.1811,2019.3988,15134
2024-01-08 22:00:00,2019.3988,2019.669,2018.8125,2019.0285,16256
2024-01-08 23:00:00,2019.0285,2019.3049,2018.4512,2018.7119,16886
2024-01-09 00:00:00,2026.4,2027.0543,2026.1318,2026.7661,15726
2024-01-09 01:00:00,2026.7661,2027.3813,2026.5067,2027.1432,15923
2024-01-09 02:00:00,2027.1432,2027.7709,2026.8828,2027.5158,15895
2024-01-09 03:00:00,2027.5158,2028.2274,2027.2309,2027.9399,15227
2024-01-09 04:00:00,2027.9399,2028.5124,2027.6979,2028.3001,17245
2024-01-09 05:00:00,2028.3001,2028.9235,2028.0245,2028.6225,14779
2024-01-09 06:00:00,2028.6225,2029.2939,2028.3469,2029.0481,15146
2024-01-09 07:00:00,2029.0481,2029.7234,2028.7796,2029.4209,15883
2024-01-09 08:00:00,2029.4209,2030.0795,2029.1407,2029.821,15251
2024-01-09 09:00:00,2029.821,2030.5074,2029.5459,2030.2463,17320
2024-01-09 10:00:00,2030.2463,2030.8968,2029.9607,2030.6509,16092
2024-01-09 11:00:00,2030.6509,2031.3505,2030.428,2031.0667,14187
2024-01-09 12:00:00,2031.0667,2031.7412,2030.8165,2031.4491,14385
2024-01-09 13:00:00,2031.4491,2032.171,2031.2047,2031.9248,14648
2024-01-09 14:00:00,2031.9248,2032.6294,2031.6584,2032.3407,14790
2024-01-09 15:00:00,2032.3407,2032.9932,2032.0716,2032.7251,16911
2024-01-09 16:00:00,2032.7251,2033.3561,2032.4507,2033.0836,15941
2024-01-09 17:00:00,2033.0836,2033.7441,2032.8191,2033.4829,16026
2024-01-09 18:00:00,2033.4829,2034.1323,2033.195,2033.8518,18047
2024-01-09 19:00:00,2033.8518,2034.4925,2033.6105,2034.2343,16923
2024-01-09 20:00:00,2034.2343,2034.9186,2033.976,2034.6423,15756
2024-01-09 21:00:00,2034.6423,2035.3368,2034.3808,2035.0774,17768
2024-01-09 22:00:00,2035.0774,2035.7445,2034.7991,2035.4941,15555
2024-01-09 23:00:00,2035.4941,2036.1107,2035.1947,2035.8505,17090
2024-01-10 00:00:00,2021.7,2022.4092,2021.44,2022.1208,15868
2024-01-10 01:00:00,2022.1208,2022.6218,2021.853,2022.3578,14216
2024-01-10 02:00:00,2022.3578,2022.791,2022.1185,2022.4844,18007
2024-01-10 03:00:00,2022.4844,2023.0317,2022.1892,2022.7533,16998
2024-01-10 04:00:00,2022.7533,2023.4531,2022.46,2023.1479,18238
2024-01-10 05:00:00,2023.1479,2023.6904,2022.8839,2023.4612,17085
2024-01-10 06:00:00,2023.4612,2024.0212,2023.1534,2023.764,15391
2024-01-10 07:00:00,2023.764,2024.3261,2023.4743,2024.0123,17174
2024-01-10 08:00:00,2024.0123,2024.6404,2023.7314,2024.3413,16839
2024-01-10 09:00:00,2024.3413,2024.6723,2023.9955,2024.4071,17658
2024-01-10 10:00:00,2024.4071,2024.8322,2024.0932,2024.5405,15791
2024-01-10 11:00:00,2024.5405,2025.0173,2024.3126,2024.6644,15376
2024-01-10 12:00:00,2024.6644,2025.2507,2024.3751,2025.0085,14371
2024-01-10 13:00:00,2025.0085,2025.6898,2024.7248,2025.3923,15174
2024-01-10 14:00:00,2025.3923,2025.9671,2025.126,2025.6929,16384
2024-01-10 15:00:00,2025.6929,2026.2828,2025.4,2026.0394,15340
2024-01-10 16:00:00,2026.0394,2026.5688,2025.763,2026.2892,17005
2024-01-10 17:00:00,2026.2892,2026.8808,2026.0197,2026.5878,15899
2024-01-10 18:00:00,2026.5878,2027.1509,2026.3243,2026.8492,16512
2024-01-10 19:00:00,2026.8492,2027.3787,2026.6027,2027.11,14712
2024-01-10 20:00:00,2027.11,2027.7107,2026.8162,2027.4066,16754
2024-01-10 21:00:00,2027.4066,2027.8481,2027.1028,2027.5874,17112
2024-01-10 22:00:00,2027.5874,2028.2422,2027.2967,2027.9205,14232
2024-01-10 23:00:00,2027.9205,2028.532,2027.6062,2028.2233,15200
2024-01-11 00:00:00,2014.3,2015.0613,2014.045,2014.7836,14801
2024-01-11 01:00:00,2014.7836,2015.4334,2014.548,2015.1694,16384
2024-01-11 02:00:00,2015.1694,2015.9254,2014.9105,2015.6651,14338
2024-01-11 03:00:00,2015.6651,2016.3995,2015.3618,2016.1265,18182
2024-01-11 04:00:00,2016.1265,2016.8607,2015.8538,2016.5854,18244
2024-01-11 05:00:00,2016.5854,2017.3155,2016.3551,2017.0428,16652
2024-01-11 06:00:00,2017.0428,2017.8591,2016.7459,2017.5685,17120
2024-01-11 07:00:00,2017.5685,2018.3689,2017.3201,2018.1008,15547
2024-01-11 08:00:00,2018.1008,2018.8553,2017.8269,2018.5558,16550
2024-01-11 09:00:00,2018.5558,2019.1957,2018.3488,2018.9854,16405
2024-01-11 10:00:00,2018.9854,2019.6116,2018.7138,2019.4009,16704
2024-01-11 11:00:00,2019.4009,2020.0667,2019.1192,2019.7709,16060
2024-01-11 12:00:00,2019.7709,2020.3967,2019.4479,2020.1059,17071
2024-01-11 13:00:00,2020.1059,2020.9094,2019.8412,2020.6117,15487
2024-01-11 14:00:00,2020.6117,2021.3912,2020.3507,2021.1094,15450
2024-01-11 15:00:00,2021.1094,2021.7631,2020.8514,2021.5439,17144
2024-01-11 16:00:00,2021.5439,2022.2008,2021.2799,2021.9388,14479
2024-01-11 17:00:00,2021.9388,2022.6561,2021.6654,2022.3344,16903
2024-01-11 18:00:00,2022.3344,2022.9611,2022.0737,2022.699,15405
2024-01-11 19:00:00,2022.699,2023.4329,2022.4036,2023.2018,16059
2024-01-11 20:00:00,2023.2018,2023.9117,2022.9123,2023.648,16839
2024-01-11 21:00:00,2023.648,2024.3333,2023.3747,2024.0571,17341
2024-01-11 22:00:00,2024.0571,2024.7652,2023.7545,2024.4704,15760
2024-01-11 23:00:00,2024.4704,2025.2568,2024.2367,2024.9682,16898
2024-01-12 00:00:00,2046.7,2047.0034,2045.5475,2045.7779,15919
2024-01-12 01:00:00,2045.7779,2046.0546,2044.6998,2044.9427,16586
2024-01-12 02:00:00,2044.9427,2045.0972,2043.6927,2043.9687,17832
2024-01-12 03:00:00,2043.9687,2044.2368,2043.0882,2043.2759,17212
2024-01-12 04:00:00,2043.2759,2043.5001,2041.9559,2042.1934,17866
2024-01-12 05:00:00,2042.1934,2042.5129,2041.3889,2041.663,16376
2024-01-12 06:00:00,2041.663,2041.9225,2040.3487,2040.63,16570
2024-01-12 07:00:00,2040.63,2040.9481,2039.4898,2039.7431,18045
2024-01-12 08:00:00,2039.7431,2040.0001,2038.8508,2039.3253,17702
2024-01-12 09:00:00,2039.3253,2039.5375,2038.4443,2038.6962,17498
2024-01-12 10:00:00,2038.6962,2038.9669,2037.7683,2037.941,17246
2024-01-12 11:00:00,2037.941,2038.2853,2036.9414,2037.2435,17552
2024-01-12 12:00:00,2037.2435,2037.5077,2036.6533,2036.9169,17068
2024-01-12 13:00:00,2036.9169,2037.2464,2035.9747,2036.2604,17215
2024-01-12 14:00:00,2036.2604,2036.5505,2035.3539,2035.6293,16329
2024-01-12 15:00:00,2035.6293,2035.9553,2034.874,2035.1362,16237
2024-01-12 16:00:00,2035.1362,2035.4137,2034.2907,2034.5263,18047
2024-01-12 17:00:00,2034.5263,2034.8743,2034.0026,2034.3042,16594
2024-01-12 18:00:00,2034.3042,2034.5427,2033.5242,2033.7126,16426
2024-01-12 19:00:00,2033.7126,2034.1399,2032.9974,2033.3051,18034
2024-01-12 20:00:00,2033.3051,2033.5769,2032.5332,2032.7593,16739
2024-01-12 21:00:00,2032.7593,2033.0263,2031.7662,2032.0988,15760
2024-01-12 22:00:00,2032.0988,2032.4028,2031.2797,2031.5224,16600
2024-01-12 23:00:00,2031.5224,2031.8123,2030.4813,2030.7427,18347
2024-01-16 00:00:00,2026.0,2027.4391,2025.725,2027.2094,14975
2024-01-16 01:00:00,2027.2094,2028.6292,2026.9278,2028.443,16289
2024-01-16 02:00:00,2028.443,2030.0607,2028.2302,2029.7453,17975
2024-01-16 03:00:00,2029.7453,2031.1248,2029.5139,2030.8845,16097
2024-01-16 04:00:00,2030.8845,2032.3448,2030.6153,2032.0823,15355
2024-01-16 05:00:00,2032.0823,2033.3655,2031.7952,2033.1001,17898
2024-01-16 06:00:00,2033.1001,2034.217,2032.7802,2033.9141,15211
2024-01-16 07:00:00,2033.9141,2035.1868,2033.6587,2034.9491,16139
2024-01-16 08:00:00,2034.9491,2035.9865,2034.7193,2035.6576,15966
2024-01-16 09:00:00,2035.6576,2037.1265,2035.4327,2036.8926,14651
2024-01-16 10:00:00,2036.8926,2038.1172,2036.6637,2037.8684,14461
2024-01-16 11:00:00,2037.8684,2039.227,2037.6555,2039.0242,17334
2024-01-16 12:00:00,2039.0242,2040.4193,2038.729,2040.1758,16241
2024-01-16 13:00:00,2040.1758,2041.6625,2039.8771,2041.4199,14582
2024-01-16 14:00:00,2041.4199,2042.8353,2041.1862,2042.5463,16159
2024-01-16 15:00:00,2042.5463,2043.972,2042.3268,2043.6913,16605
2024-01-16 16:00:00,2043.6913,2045.0558,2043.4193,2044.8527,14738
2024-01-16 17:00:00,2044.8527,2046.1341,2044.5955,2045.9271,16491
2024-01-16 18:00:00,2045.9271,2047.2232,2045.6565,2046.9671,15897
2024-01-16 19:00:00,2046.9671,2048.4305,2046.6884,2048.1384,17419
2024-01-16 20:00:00,2048.1384,2049.3861,2047.8713,2049.1239,15690
2024-01-16 21:00:00,2049.1239,2050.1033,2048.8433,2049.8651,17546
2024-01-16 22:00:00,2049.8651,2051.4422,2049.6195,2051.2083,17678
2024-01-16 23:00:00,2051.2083,2052.6468,2050.9642,2052.339,16192
2024-01-17 00:00:00,2002.6,2003.8774,2002.3519,2003.591,16691
2024-01-17 01:00:00,2003.591,2005.0365,2003.3536,2004.7602,16455
2024-01-17 02:00:00,2004.7602,2005.9978,2004.5057,2005.7544,15219
2024-01-17 03:00:00,2005.7544,2007.0092,2005.4847,2006.7225,15819
2024-01-17 04:00:00,2006.7225,2007.8689,2006.4641,2007.6022,16277
2024-01-17 05:00:00,2007.6022,2008.8632,2007.3438,2008.5808,17719
2024-01-17 06:00:00,2008.5808,2009.9454,2008.3143,2009.6519,17781
2024-01-17 07:00:00,2009.6519,2010.9913,2009.4139,2010.7163,14480
2024-01-17 08:00:00,2010.7163,2011.8925,2010.4966,2011.6621,16029
2024-01-17 09:00:00,2011.6621,2012.9108,2011.3619,2012.7067,16752
2024-01-17 10:00:00,2012.7067,2013.8264,2012.4151,2013.5833,17878
2024-01-17 11:00:00,2013.5833,2014.8058,2013.3739,2014.5762,16632
2024-01-17 12:00:00,2014.5762,2015.8098,2014.346,2015.6259,17527
2024-01-17 13:00:00,2015.6259,2016.7879,2015.3995,2016.5655,15874
2024-01-17 14:00:00,2016.5655,2017.8846,2016.3962,2017.5969,13798
2024-01-17 15:00:00,2017.5969,2018.791,2017.3215,2018.5717,18053
2024-01-17 16:00:00,2018.5717,2019.8436,2018.2958,2019.5713,16367
2024-01-17 17:00:00,2019.5713,2020.8392,2019.356,2020.5877,16447
2024-01-17 18:00:00,2020.5877,2021.8147,2020.3729,2021.543,16184
