DateTime,Bid,Ask,Volume
2024-01-08 00:00:00,23.11915,23.12146,1
2024-01-08 00:00:06,23.11741,23.11972,8
2024-01-08 00:00:12,23.11867,23.12098,5
2024-01-08 00:00:18,23.11749,23.1198,7
2024-01-08 00:00:24,23.11806,23.12037,9
2024-01-08 00:00:30,23.12057,23.12289,3
2024-01-08 00:00:36,23.11673,23.11904,8
2024-01-08 00:00:42,23.12005,23.12236,2
2024-01-08 00:00:48,23.11874,23.12105,8
2024-01-08 00:00:54,23.11636,23.11867,7
2024-01-08 00:01:00,23.11766,23.11997,4
2024-01-08 00:01:06,23.11807,23.12038,5
2024-01-08 00:01:12,23.11873,23.12104,8
2024-01-08 00:01:18,23.11946,23.12177,5
2024-01-08 00:01:24,23.11783,23.12014,2
2024-01-08 00:01:30,23.11764,23.11995,8
2024-01-08 00:01:36,23.11945,23.12176,3
2024-01-08 00:01:42,23.11832,23.12063,2
2024-01-08 00:01:48,23.11951,23.12183,2
2024-01-08 00:01:54,23.11919,23.1215,1
2024-01-08 00:02:00,23.11982,23.12213,9
2024-01-08 00:02:06,23.12239,23.12471,1
2024-01-08 00:02:12,23.11692,23.11923,4
2024-01-08 00:02:18,23.12014,23.12245,3
2024-01-08 00:02:24,23.11924,23.12156,3
2024-01-08 00:02:30,23.11918,23.12149,5
2024-01-08 00:02:36,23.11555,23.11786,1
2024-01-08 00:02:42,23.11957,23.12188,7
2024-01-08 00:02:48,23.11897,23.12129,9
2024-01-08 00:02:54,23.11786,23.12017,8
2024-01-08 00:03:00,23.11908,23.12139,6
2024-01-08 00:03:06,23.11909,23.12141,5
2024-01-08 00:03:12,23.12055,23.12287,4
2024-01-08 00:03:18,23.11846,23.12078,8
2024-01-08 00:03:24,23.11888,23.12119,8
2024-01-08 00:03:30,23.11823,23.12054,9
2024-01-08 00:03:36,23.11786,23.12017,6
2024-01-08 00:03:42,23.11642,23.11873,7
2024-01-08 00:03:48,23.11953,23.12184,8
2024-01-08 00:03:54,23.1185,23.12081,9
2024-01-08 00:04:00,23.11895,23.12126,2
2024-01-08 00:04:06,23.11994,23.12225,9
2024-01-08 00:04:12,23.11837,23.12068,2
2024-01-08 00:04:18,23.11845,23.12076,6
2024-01-08 00:04:24,23.11825,23.12056,6
2024-01-08 00:04:30,23.11678,23.11909,6
2024-01-08 00:04:36,23.11758,23.11989,2
2024-01-08 00:04:42,23.11911,23.12142,7
2024-01-08 00:04:48,23.1175,23.11981,4
2024-01-08 00:04:54,23.12033,23.12264,4
2024-01-08 00:05:00,23.11787,23.12018,2
2024-01-08 00:05:06,23.12019,23.1225,1
2024-01-08 00:05:12,23.11809,23.1204,9
2024-01-08 00:05:18,23.11734,23.11965,9
2024-01-08 00:05:24,23.12003,23.12235,5
2024-01-08 00:05:30,23.1187,23.12101,7
2024-01-08 00:05:36,23.11612,23.11843,4
2024-01-08 00:05:42,23.11745,23.11976,5
2024-01-08 00:05:48,23.11864,23.12096,7
2024-01-08 00:05:54,23.11774,23.12005,8
2024-01-08 00:06:00,23.11904,23.12136,7
2024-01-08 00:06:06,23.12016,23.12247,9
2024-01-08 00:06:12,23.11851,23.12082,7
