DateTime,Open,High,Low,Close,Volume
2024-01-08 00:00:00,993.9,994.0476,993.7524,993.9,3566
2024-01-08 00:15:00,993.9,994.0427,993.7573,993.9,3717
2024-01-08 00:30:00,993.9,994.0464,993.7536,993.9,3858
2024-01-08 00:45:00,993.9,994.0308,993.7693,993.9,3292
2024-01-08 01:00:00,993.9,994.0133,993.7867,993.9,3695
2024-01-08 01:15:00,993.9,994.0484,993.7516,993.9,4540
2024-01-08 01:30:00,993.9,994.0491,993.751,993.9,5186
2024-01-08 01:45:00,993.9,994.0389,993.7612,993.9,3560
2024-01-08 02:00:00,993.9,994.0362,993.7638,993.9,3619
2024-01-08 02:15:00,993.9,994.0429,993.7572,993.9,3356
2024-01-08 02:30:00,993.9,994.0328,993.7672,993.9,4018
2024-01-08 02:45:00,993.9,994.0485,993.7515,993.9,3645
2024-01-08 03:00:00,993.9,994.0483,993.7517,993.9,4666
2024-01-08 03:15:00,993.9,994.0465,993.7535,993.9,4644
2024-01-08 03:30:00,993.9,994.0417,993.7583,993.9,3725
2024-01-08 03:45:00,993.9,994.0486,993.7514,993.9,4208
2024-01-08 04:00:00,993.9,994.0429,993.7571,993.9,4285
2024-01-08 04:15:00,993.9,994.0441,993.7559,993.9,4327
2024-01-08 04:30:00,993.9,994.0465,993.7536,993.9,4212
2024-01-08 04:45:00,993.9,994.0307,993.7694,993.9,4028
2024-01-08 05:00:00,993.9,994.0212,993.7789,993.9,4169
2024-01-08 05:15:00,993.9,994.0363,993.7638,993.9,3786
2024-01-08 05:30:00,993.9,994.0481,993.7519,993.9,5023
2024-01-08 05:45:00,993.9,994.0319,993.7682,993.9,4113
2024-01-08 06:00:00,993.9,994.0429,993.7572,993.9,3808
2024-01-08 06:15:00,993.9,994.0443,993.7557,993.9,3649
2024-01-08 06:30:00,993.9,994.0475,993.7526,993.9,3208
2024-01-08 06:45:00,993.9,994.0483,993.7518,993.9,4813
2024-01-08 07:00:00,993.9,994.0363,993.7638,993.9,3219
2024-01-08 07:15:00,993.9,994.0404,993.7596,993.9,3783
2024-01-08 07:30:00,993.9,994.0473,993.7528,993.9,3998
2024-01-08 07:45:00,993.9,994.0354,993.7646,993.9,4564
2024-01-08 08:00:00,993.9,994.0397,993.7603,993.9,4427
2024-01-08 08:15:00,993.9,994.0458,993.7542,993.9,3829
2024-01-08 08:30:00,993.9,994.0461,993.7539,993.9,4162
2024-01-08 08:45:00,993.9,994.0459,993.7542,993.9,4282
2024-01-08 09:00:00,993.9,994.0474,993.7527,993.9,3254
2024-01-08 09:15:00,993.9,994.0415,993.7586,993.9,3981
