DateTime,Bid,Ask,Volume
2024-01-08 00:00:00,993.87906,993.97845,2
2024-01-08 00:00:06,993.81286,993.91224,3
2024-01-08 00:00:12,993.92318,994.02258,6
2024-01-08 00:00:18,993.77124,993.87062,2
2024-01-08 00:00:24,993.8136,993.91299,2
2024-01-08 00:00:30,993.9006,994.0,8
2024-01-08 00:00:36,993.83427,993.93366,2
2024-01-08 00:00:42,993.85996,993.95935,6
2024-01-08 00:00:48,993.83891,993.9383,8
2024-01-08 00:00:54,993.7471,993.84648,8
2024-01-08 00:01:00,993.8974,993.99679,8
2024-01-08 00:01:06,993.79829,993.89767,6
2024-01-08 00:01:12,993.88233,993.98173,2
2024-01-08 00:01:18,993.81456,993.91394,8
2024-01-08 00:01:24,993.81787,993.91726,5
2024-01-08 00:01:30,993.91784,994.01724,8
2024-01-08 00:01:36,993.87773,993.97712,4
2024-01-08 00:01:42,993.81591,993.9153,5
2024-01-08 00:01:48,993.84794,993.94733,8
2024-01-08 00:01:54,993.84562,993.94501,5
2024-01-08 00:02:00,993.88389,993.98329,7
2024-01-08 00:02:06,993.85552,993.95491,1
2024-01-08 00:02:12,993.91912,994.01852,6
2024-01-08 00:02:18,993.88105,993.98045,1
2024-01-08 00:02:24,993.81512,993.9145,7
2024-01-08 00:02:30,993.89537,993.99476,6
2024-01-08 00:02:36,993.88406,993.98345,8
2024-01-08 00:02:42,993.8386,993.93799,7
2024-01-08 00:02:48,993.9022,994.00159,1
2024-01-08 00:02:54,993.81142,993.9108,3
2024-01-08 00:03:00,993.8409,993.94029,3
2024-01-08 00:03:06,993.85453,993.95392,8
2024-01-08 00:03:12,993.89423,993.99362,6
2024-01-08 00:03:18,993.79442,993.89381,3
2024-01-08 00:03:24,993.78995,993.88933,6
2024-01-08 00:03:30,993.84379,993.94318,7
2024-01-08 00:03:36,993.83122,993.93061,9
2024-01-08 00:03:42,993.83741,993.9368,7
2024-01-08 00:03:48,993.82077,993.92016,2
2024-01-08 00:03:54,993.90642,994.00582,3
2024-01-08 00:04:00,993.76861,993.86799,8
2024-01-08 00:04:06,993.76825,993.86763,5
2024-01-08 00:04:12,993.79665,993.89604,1
2024-01-08 00:04:18,993.86269,993.96208,2
2024-01-08 00:04:24,993.78245,993.88184,6
2024-01-08 00:04:30,993.95074,994.05014,9
2024-01-08 00:04:36,993.86745,993.96684,4
2024-01-08 00:04:42,993.90187,994.00127,9
2024-01-08 00:04:48,993.89221,993.9916,8
2024-01-08 00:04:54,993.84323,993.94262,7
2024-01-08 00:05:00,993.83874,993.93813,6
2024-01-08 00:05:06,993.84908,993.94847,3
2024-01-08 00:05:12,993.78251,993.88189,8
2024-01-08 00:05:18,993.83697,993.93636,1
2024-01-08 00:05:24,993.843,993.94239,6
2024-01-08 00:05:30,993.89402,993.99341,1
2024-01-08 00:05:36,993.83568,993.93506,8
2024-01-08 00:05:42,993.87159,993.97098,5
2024-01-08 00:05:48,993.85575,993.95514,2
2024-01-08 00:05:54,993.79778,993.89716,7
2024-01-08 00:06:00,993.82755,993.92694,8
2024-01-08 00:06:06,993.83298,993.93237,9
2024-01-08 00:06:12,993.84308,993.94247,3
2024-01-08 00:06:18,993.91382,994.01322,6
2024-01-08 00:06:24,993.85962,993.95901,9
2024-01-08 00:06:30,993.77074,993.87012,3
2024-01-08 00:06:36,993.78483,993.88422,3
2024-01-08 00:06:42,993.91476,994.01415,4
2024-01-08 00:06:48,993.84692,993.94631,1
2024-01-08 00:06:54,993.79711,993.8965,3
2024-01-08 00:07:00,993.90021,993.9996,1
2024-01-08 00:07:06,993.91353,994.01292,7
2024-01-08 00:07:12,993.6817,993.78108,2
2024-01-08 00:07:18,993.82485,993.92423,1
2024-01-08 00:07:24,993.87991,993.9793,8
2024-01-08 00:07:30,993.92787,994.02727,8
2024-01-08 00:07:36,993.78323,993.88261,7
2024-01-08 00:07:42,993.84716,993.94655,2
2024-01-08 00:07:48,993.81762,993.917,7
2024-01-08 00:07:54,993.82846,993.92785,1
2024-01-08 00:08:00,993.90957,994.00897,7
2024-01-08 00:08:06,993.71738,993.81675,7
2024-01-08 00:08:12,993.78626,993.88564,7
2024-01-08 00:08:18,993.82587,993.92526,1
2024-01-08 00:08:24,993.84972,993.94911,5
2024-01-08 00:08:30,993.83504,993.93443,2
2024-01-08 00:08:36,993.87415,993.97354,8
2024-01-08 00:08:42,993.85582,993.95521,2
2024-01-08 00:08:48,993.83757,993.93696,5
2024-01-08 00:08:54,993.85246,993.95185,6
2024-01-08 00:09:00,993.84561,993.945,2
2024-01-08 00:09:06,993.84935,993.94874,3
2024-01-08 00:09:12,993.79495,993.89434,1
2024-01-08 00:09:18,993.88172,993.98111,6
2024-01-08 00:09:24,993.87579,993.97519,4
2024-01-08 00:09:30,993.73228,993.83166,6
2024-01-08 00:09:36,993.80334,993.90273,5
2024-01-08 00:09:42,993.8499,993.94929,3
2024-01-08 00:09:48,993.84476,993.94415,6
2024-01-08 00:09:54,993.85254,993.95193,4
2024-01-08 00:10:00,993.843,993.94239,9
2024-01-08 00:10:06,993.84734,993.94673,4
2024-01-08 00:10:12,993.82399,993.92338,9
2024-01-08 00:10:18,993.87711,993.9765,6
2024-01-08 00:10:24,993.85745,993.95684,8
2024-01-08 00:10:30,993.85833,993.95772,5
2024-01-08 00:10:36,993.88412,993.98351,9
2024-01-08 00:10:42,993.78078,993.88016,8
2024-01-08 00:10:48,993.80075,993.90013,1
2024-01-08 00:10:54,993.90859,994.00799,8
2024-01-08 00:11:00,993.75943,993.85881,3
2024-01-08 00:11:06,993.85536,993.95475,7
2024-01-08 00:11:12,993.77364,993.87303,7
2024-01-08 00:11:18,993.95379,994.05319,9
2024-01-08 00:11:24,993.88347,993.98287,2
2024-01-08 00:11:30,993.87384,993.97323,5
2024-01-08 00:11:36,993.80228,993.90166,2
2024-01-08 00:11:42,993.82292,993.9223,2
2024-01-08 00:11:48,993.77845,993.87783,3
2024-01-08 00:11:54,993.86101,993.9604,5
2024-01-08 00:12:00,993.8363,993.93569,7
2024-01-08 00:12:06,993.82894,993.92833,5
2024-01-08 00:12:12,993.73554,993.83492,5
2024-01-08 00:12:18,993.7663,993.86568,9
2024-01-08 00:12:24,993.95432,994.05372,3
2024-01-08 00:12:30,993.92269,994.02208,5
2024-01-08 00:12:36,993.90645,994.00585,3
2024-01-08 00:12:42,993.89989,993.99929,2
2024-01-08 00:12:48,993.89177,993.99116,4
2024-01-08 00:12:54,993.85439,993.95378,2
2024-01-08 00:13:00,993.90079,994.00018,6
2024-01-08 00:13:06,993.87354,993.97293,3
2024-01-08 00:13:12,993.82378,993.92317,4
2024-01-08 00:13:18,993.90235,994.00174,9
2024-01-08 00:13:24,993.86651,993.9659,5
2024-01-08 00:13:30,993.95176,994.05116,9
2024-01-08 00:13:36,993.85889,993.95828,4
2024-01-08 00:13:42,993.82302,993.92241,9
2024-01-08 00:13:48,993.83056,993.92995,1
2024-01-08 00:13:54,993.79033,993.88971,2
2024-01-08 00:14:00,993.82808,993.92747,1
2024-01-08 00:14:06,993.80073,993.90011,4
2024-01-08 00:14:12,993.85056,993.94995,5
2024-01-08 00:14:18,993.80666,993.90604,3
2024-01-08 00:14:24,993.93083,994.03023,4
2024-01-08 00:14:30,993.85036,993.94975,6
2024-01-08 00:14:36,993.78726,993.88664,4
2024-01-08 00:14:42,993.86039,993.95978,9
2024-01-08 00:14:48,993.89651,993.99591,1
2024-01-08 00:14:54,993.85577,993.95516,5
2024-01-08 00:15:00,993.83027,993.92966,5
2024-01-08 00:15:06,993.80805,993.90744,1
2024-01-08 00:15:12,993.83714,993.93653,4
2024-01-08 00:15:18,993.83865,993.93804,4
2024-01-08 00:15:24,993.82231,993.9217,8
2024-01-08 00:15:30,993.81531,993.91469,9
2024-01-08 00:15:36,993.81384,993.91323,6
2024-01-08 00:15:42,993.83626,993.93565,2
2024-01-08 00:15:48,993.82286,993.92225,4
2024-01-08 00:15:54,993.88777,993.98716,6
2024-01-08 00:16:00,993.78404,993.88343,4
2024-01-08 00:16:06,993.84327,993.94266,5
2024-01-08 00:16:12,993.83288,993.93227,9
2024-01-08 00:16:18,993.93671,994.03611,2
2024-01-08 00:16:24,993.93859,994.03799,5
2024-01-08 00:16:30,993.83125,993.93063,3
2024-01-08 00:16:36,993.90765,994.00704,4
2024-01-08 00:16:42,993.79185,993.89123,2
2024-01-08 00:16:48,993.84406,993.94345,4
2024-01-08 00:16:54,993.90454,994.00394,8
2024-01-08 00:17:00,993.86502,993.96441,2
2024-01-08 00:17:06,993.78443,993.88381,2
2024-01-08 00:17:12,993.85248,993.95187,9
2024-01-08 00:17:18,993.83355,993.93294,2
2024-01-08 00:17:24,993.82578,993.92516,5
2024-01-08 00:17:30,993.78667,993.88605,9
2024-01-08 00:17:36,993.90633,994.00573,5
2024-01-08 00:17:42,993.90684,994.00623,5
2024-01-08 00:17:48,993.89444,993.99383,5
2024-01-08 00:17:54,993.8291,993.92849,1
2024-01-08 00:18:00,993.85737,993.95676,2
2024-01-08 00:18:06,993.80183,993.90121,6
2024-01-08 00:18:12,993.79947,993.89886,1
2024-01-08 00:18:18,993.74092,993.84029,6
2024-01-08 00:18:24,993.76121,993.86059,8
2024-01-08 00:18:30,993.78227,993.88165,1
2024-01-08 00:18:36,993.77991,993.87929,8
2024-01-08 00:18:42,993.84802,993.94741,8
2024-01-08 00:18:48,993.87454,993.97393,1
2024-01-08 00:18:54,993.81054,993.90993,9
2024-01-08 00:19:00,993.87887,993.97827,4
2024-01-08 00:19:06,993.86857,993.96797,1
2024-01-08 00:19:12,993.81156,993.91095,3
2024-01-08 00:19:18,993.79923,993.89861,6
2024-01-08 00:19:24,993.87182,993.97121,2
2024-01-08 00:19:30,993.8785,993.97789,2
2024-01-08 00:19:36,993.85978,993.95917,8
2024-01-08 00:19:42,993.81638,993.91577,7
2024-01-08 00:19:48,993.82995,993.92934,4
2024-01-08 00:19:54,993.75954,993.85893,4
2024-01-08 00:20:00,993.84808,993.94747,6
2024-01-08 00:20:06,993.87838,993.97778,4
2024-01-08 00:20:12,993.82192,993.92131,4
2024-01-08 00:20:18,993.81924,993.91862,3
2024-01-08 00:20:24,993.89495,993.99434,7
2024-01-08 00:20:30,993.87042,993.96981,7
2024-01-08 00:20:36,993.80463,993.90402,2
2024-01-08 00:20:42,993.76338,993.86276,2
2024-01-08 00:20:48,993.89377,993.99316,3
2024-01-08 00:20:54,993.93463,994.03403,8
2024-01-08 00:21:00,993.88514,993.98454,5
2024-01-08 00:21:06,993.89647,993.99587,7
2024-01-08 00:21:12,993.79498,993.89436,9
2024-01-08 00:21:18,993.85607,993.95546,6
2024-01-08 00:21:24,993.94282,994.04222,6
2024-01-08 00:21:30,993.80706,993.90645,5
2024-01-08 00:21:36,993.78165,993.88103,7
2024-01-08 00:21:42,993.84216,993.94155,1
2024-01-08 00:21:48,993.91231,994.01171,9
2024-01-08 00:21:54,993.89877,993.99817,1
2024-01-08 00:22:00,993.92192,994.02132,1
2024-01-08 00:22:06,993.76522,993.8646,3
