DateTime,Open,High,Low,Close,Volume
2024-01-08 00:00:00,23.12,23.1233,23.0944,23.0976,68266
2024-01-08 04:00:00,23.0976,23.1002,23.0737,23.0769,64754
2024-01-08 08:00:00,23.0769,23.0793,23.0507,23.0539,62561
2024-01-08 12:00:00,23.0539,23.0567,23.028,23.0309,64147
2024-01-08 16:00:00,23.0309,23.0345,23.0061,23.0093,68624
2024-01-08 20:00:00,23.0093,23.0125,22.9834,22.9862,67815
2024-01-09 00:00:00,22.904,22.9438,22.9012,22.941,62570
2024-01-09 04:00:00,22.941,22.9842,22.9378,22.9814,67769
2024-01-09 08:00:00,22.9814,23.0216,22.9784,23.019,71141
2024-01-09 12:00:00,23.019,23.0632,23.0167,23.0612,67358
2024-01-09 16:00:00,23.0612,23.1052,23.0581,23.102,64763
2024-01-09 20:00:00,23.102,23.1457,23.0993,23.1422,66637
2024-01-10 00:00:00,22.884,22.909,22.8806,22.9056,70063
2024-01-10 04:00:00,22.9056,22.9263,22.9025,22.9231,65388
2024-01-10 08:00:00,22.9231,22.9445,22.9203,22.9419,65406
2024-01-10 12:00:00,22.9419,22.965,22.939,22.9623,65236
2024-01-10 16:00:00,22.9623,22.9863,22.9588,22.9834,66399
2024-01-10 20:00:00,22.9834,23.006,22.9806,23.003,66725
2024-01-11 00:00:00,22.537,22.6037,22.5337,22.6016,63648
2024-01-11 04:00:00,22.6016,22.6814,22.5985,22.6793,65539
2024-01-11 08:00:00,22.6793,22.7598,22.6755,22.7571,66067
2024-01-11 12:00:00,22.7571,22.8352,22.7542,22.8323,64376
2024-01-11 16:00:00,22.8323,22.9149,22.8307,22.9119,66910
2024-01-11 20:00:00,22.9119,22.9881,22.9084,22.9849,65926
2024-01-12 00:00:00,23.162,23.1644,23.0962,23.0991,69077
2024-01-12 04:00:00,23.0991,23.1017,23.0381,23.0408,65060
2024-01-12 08:00:00,23.0408,23.0432,22.9843,22.9879,65026
2024-01-12 12:00:00,22.9879,22.9905,22.9322,22.9351,65158
2024-01-12 16:00:00,22.9351,22.9383,22.8847,22.8871,64912
2024-01-12 20:00:00,22.8871,22.8899,22.8309,22.8332,66912
2024-01-16 00:00:00,22.933,22.9364,22.9296,22.933,68204
2024-01-16 04:00:00,22.933,22.9364,22.9296,22.933,68070
2024-01-16 08:00:00,22.933,22.9364,22.9296,22.933,63571
2024-01-16 12:00:00,22.933,22.9364,22.9296,22.933,66474
2024-01-16 16:00:00,22.933,22.9364,22.9296,22.933,64323
2024-01-16 20:00:00,22.933,22.9364,22.9296,22.933,62873
2024-01-17 00:00:00,22.516,22.5844,22.5131,22.582,62448
2024-01-17 04:00:00,22.582,22.6517,22.5791,22.649,65386
2024-01-17 08:00:00,22.649,22.7156,22.6467,22.7124,65359
2024-01-17 12:00:00,22.7124,22.7835,22.7101,22.781,69730
2024-01-17 16:00:00,22.781,22.8521,22.7788,22.8492,64914
2024-01-17 20:00:00,22.8492,22.9132,22.846,22.9099,65373
2024-01-18 00:00:00,22.667,22.6702,22.6594,22.6627,65430
2024-01-18 04:00:00,22.6627,22.6658,22.6544,22.6575,67211
2024-01-18 08:00:00,22.6575,22.6607,22.6489,22.6519,64036
2024-01-18 12:00:00,22.6519,22.6553,22.6447,22.6481,61763
2024-01-18 16:00:00,22.6481,22.6512,22.6407,22.6438,66679
2024-01-18 20:00:00,22.6438,22.6469,22.6357,22.6388,66496
2024-01-19 00:00:00,22.571,22.5739,22.5578,22.561,68081
2024-01-19 04:00:00,22.561,22.5638,22.5491,22.5521,68040
2024-01-19 08:00:00,22.5521,22.5549,22.5398,22.5428,64276
2024-01-19 12:00:00,22.5428,22.5461,22.5301,22.5331,68115
2024-01-19 16:00:00,22.5331,22.5361,22.5209,22.5239,67851
2024-01-19 20:00:00,22.5239,22.5268,22.5116,22.5144,67794
