DateTime,Open,High,Low,Close,Volume
2024-01-08 00:00:00,946.7,946.8329,946.4964,946.6342,14650
2024-01-08 01:00:00,946.6342,946.7723,946.4182,946.5525,18175
2024-01-08 02:00:00,946.5525,946.6827,946.3574,946.4842,16192
2024-01-08 03:00:00,946.4842,946.6222,946.2993,946.4249,15233
2024-01-08 04:00:00,946.4249,946.5595,946.229,946.3598,16543
2024-01-08 05:00:00,946.3598,946.4831,946.151,946.285,15843
2024-01-08 06:00:00,946.285,946.4218,946.0791,946.2182,16474
2024-01-08 07:00:00,946.2182,946.3515,946.0301,946.149,17074
2024-01-08 08:00:00,946.149,946.2745,945.9602,946.0854,14536
2024-01-08 09:00:00,946.0854,946.2092,945.8773,946.0112,16577
2024-01-08 10:00:00,946.0112,946.1441,945.8256,945.9554,15583
2024-01-08 11:00:00,945.9554,946.0849,945.7488,945.88,15183
2024-01-08 12:00:00,945.88,946.0096,945.6875,945.8024,16019
2024-01-08 13:00:00,945.8024,945.9302,945.5854,945.7225,16392
2024-01-08 14:00:00,945.7225,945.8529,945.5102,945.6515,17754
2024-01-08 15:00:00,945.6515,945.7869,945.4591,945.581,16301
2024-01-08 16:00:00,945.581,945.7117,945.3833,945.5149,17098
2024-01-08 17:00:00,945.5149,945.644,945.3027,945.4368,15468
2024-01-08 18:00:00,945.4368,945.5635,945.2304,945.3642,16544
2024-01-08 19:00:00,945.3642,945.4977,945.1625,945.2938,14668
2024-01-08 20:00:00,945.2938,945.4337,945.0961,945.2226,15265
2024-01-08 21:00:00,945.2226,945.3473,945.0236,945.1589,17990
2024-01-08 22:00:00,945.1589,945.2887,944.9576,945.096,14991
2024-01-08 23:00:00,945.096,945.2315,944.8895,945.0298,17154
2024-01-09 00:00:00,931.0,931.7873,930.9006,931.648,15893
2024-01-09 01:00:00,931.648,932.2641,931.5132,932.1405,16532
2024-01-09 02:00:00,932.1405,932.8405,932.0062,932.7287,16710
2024-01-09 03:00:00,932.7287,933.4206,932.5949,933.3151,15050
2024-01-09 04:00:00,933.3151,933.9,933.1981,933.7779,16155
2024-01-09 05:00:00,933.7779,934.4405,933.6946,934.3159,16096
2024-01-09 06:00:00,934.3159,934.9304,934.1994,934.8021,16245
2024-01-09 07:00:00,934.8021,935.4327,934.7222,935.3449,16950
2024-01-09 08:00:00,935.3449,936.035,935.224,935.8976,19104
2024-01-09 09:00:00,935.8976,936.6151,935.7816,936.5353,18007
2024-01-09 10:00:00,936.5353,937.1386,936.4441,937.0562,16773
2024-01-09 11:00:00,937.0562,937.7143,936.9421,937.5979,15366
2024-01-09 12:00:00,937.5979,938.3381,937.506,938.2179,17203
2024-01-09 13:00:00,938.2179,938.8621,938.1337,938.7469,16720
2024-01-09 14:00:00,938.7469,939.4863,938.6154,939.3876,17226
2024-01-09 15:00:00,939.3876,940.0153,939.266,939.8881,14956
2024-01-09 16:00:00,939.8881,940.5757,939.7591,940.4447,18011
2024-01-09 17:00:00,940.4447,941.0713,940.3071,940.9338,16567
2024-01-09 18:00:00,940.9338,941.6312,940.8002,941.5095,14395
2024-01-09 19:00:00,941.5095,942.167,941.3657,942.0346,15102
2024-01-09 20:00:00,942.0346,942.7594,941.9219,942.6417,16634
2024-01-09 21:00:00,942.6417,943.2482,942.5169,943.1139,16853
2024-01-09 22:00:00,943.1139,943.6925,943.0095,943.6079,15531
2024-01-09 23:00:00,943.6079,944.2933,943.4764,944.2088,16304
2024-01-10 00:00:00,918.8,919.3725,918.6812,919.2522,16862
2024-01-10 01:00:00,919.2522,919.7219,919.1594,919.6023,15870
2024-01-10 02:00:00,919.6023,920.1483,919.4648,920.0172,15738
2024-01-10 03:00:00,920.0172,920.4042,919.9218,920.3035,16004
2024-01-10 04:00:00,920.3035,920.738,920.2027,920.6516,18426
2024-01-10 05:00:00,920.6516,921.101,920.5391,920.9899,17628
2024-01-10 06:00:00,920.9899,921.5228,920.9088,921.3987,18150
2024-01-10 07:00:00,921.3987,921.9268,921.2935,921.7915,16671
2024-01-10 08:00:00,921.7915,922.3719,921.6887,922.2432,16601
2024-01-10 09:00:00,922.2432,922.6622,922.1186,922.5614,16956
2024-01-10 10:00:00,922.5614,922.9949,922.4629,922.9085,17079
2024-01-10 11:00:00,922.9085,923.4813,922.8121,923.3671,17132
2024-01-10 12:00:00,923.3671,923.9145,923.2261,923.782,16550
2024-01-10 13:00:00,923.782,924.2238,923.6602,924.097,17346
2024-01-10 14:00:00,924.097,924.51,923.9748,924.4002,16877
2024-01-10 15:00:00,924.4002,924.7911,924.271,924.6694,16775
2024-01-10 16:00:00,924.6694,925.1613,924.5482,925.026,17463
2024-01-10 17:00:00,925.026,925.5951,924.9105,925.4828,14659
2024-01-10 18:00:00,925.4828,925.9247,925.3879,925.8263,18040
2024-01-10 19:00:00,925.8263,926.2696,925.6909,926.1312,17039
2024-01-10 20:00:00,926.1312,926.5945,926.015,926.4936,15881
2024-01-10 21:00:00,926.4936,926.944,926.3774,926.8578,18434
2024-01-10 22:00:00,926.8578,927.296,926.7468,927.2166,15836
2024-01-10 23:00:00,927.2166,927.6726,927.1068,927.5656,16756
2024-01-11 00:00:00,909.0,909.1131,908.8005,908.9283,17086
2024-01-11 01:00:00,908.9283,909.0526,908.7328,908.8622,15036
2024-01-11 02:00:00,908.8622,908.9852,908.6546,908.7784,15797
2024-01-11 03:00:00,908.7784,908.9102,908.5803,908.7059,17800
2024-01-11 04:00:00,908.7059,908.8259,908.5003,908.6283,14839
2024-01-11 05:00:00,908.6283,908.7612,908.4279,908.556,15825
2024-01-11 06:00:00,908.556,908.6767,908.3557,908.4853,15965
2024-01-11 07:00:00,908.4853,908.6112,908.2737,908.4065,15930
2024-01-11 08:00:00,908.4065,908.5246,908.218,908.3328,17406
2024-01-11 09:00:00,908.3328,908.4514,908.1349,908.2601,15895
2024-01-11 10:00:00,908.2601,908.3858,908.0495,908.1773,16075
2024-01-11 11:00:00,908.1773,908.3012,907.9669,908.0925,15501
2024-01-11 12:00:00,908.0925,908.2173,907.9013,908.0179,16014
2024-01-11 13:00:00,908.0179,908.1489,907.8262,907.947,16120
2024-01-11 14:00:00,907.947,908.0739,907.7549,907.8718,16518
2024-01-11 15:00:00,907.8718,908.0016,907.6655,907.7975,16879
2024-01-11 16:00:00,907.7975,907.9255,907.5881,907.7117,16701
2024-01-11 17:00:00,907.7117,907.8202,907.5103,907.6374,16164
2024-01-11 18:00:00,907.6374,907.7563,907.4457,907.5734,18257
2024-01-11 19:00:00,907.5734,907.6923,907.3834,907.5138,15123
2024-01-11 20:00:00,907.5138,907.6309,907.3202,907.4475,16574
2024-01-11 21:00:00,907.4475,907.568,907.2443,907.3733,18968
2024-01-11 22:00:00,907.3733,907.4977,907.1824,907.307,15032
2024-01-11 23:00:00,907.307,907.4354,907.1004,907.2286,15990
2024-01-12 00:00:00,910.1,910.2363,909.9637,910.1,16419
2024-01-12 01:00:00,910.1,910.2352,909.9648,910.1,16736
2024-01-12 02:00:00,910.1,910.2349,909.9651,910.1,17987
2024-01-12 03:00:00,910.1,910.2361,909.9639,910.1,17943
2024-01-12 04:00:00,910.1,910.2322,909.9678,910.1,15574
2024-01-12 05:00:00,910.1,910.2362,909.9638,910.1,17214
2024-01-12 06:00:00,910.1,910.2355,909.9645,910.1,13789
2024-01-12 07:00:00,910.1,910.2358,909.9642,910.1,17764
2024-01-12 08:00:00,910.1,910.2361,909.9639,910.1,16794
2024-01-12 09:00:00,910.1,910.2358,909.9641,910.1,16595
2024-01-12 10:00:00,910.1,910.2356,909.9643,910.1,14913
2024-01-12 11:00:00,910.1,910.2364,909.9636,910.1,17041
2024-01-12 12:00:00,910.1,910.2348,909.9651,910.1,16317
2024-01-12 13:00:00,910.1,910.2362,909.9637,910.1,17501
2024-01-12 14:00:00,910.1,910.2362,909.9637,910.1,16184
2024-01-12 15:00:00,910.1,910.2357,909.9643,910.1,14768
2024-01-12 16:00:00,910.1,910.2352,909.9648,910.1,16707
2024-01-12 17:00:00,910.1,910.2359,909.9641,910.1,13730
2024-01-12 18:00:00,910.1,910.2336,909.9663,910.1,16164
2024-01-12 19:00:00,910.1,910.2344,909.9656,910.1,16210
2024-01-12 20:00:00,910.1,910.2351,909.9648,910.1,16072
2024-01-12 21:00:00,910.1,910.2364,909.9636,910.1,15756
2024-01-12 22:00:00,910.1,910.2356,909.9644,910.1,16570
2024-01-12 23:00:00,910.1,910.2361,909.9639,910.1,16455
2024-01-16 00:00:00,895.1,895.2344,894.9572,895.0988,15500
