DateTime,Open,High,Low,Close,Volume
2024-01-08 00:00:00,946.7,946.8329,946.5278,946.6658,6839
2024-01-08 00:30:00,946.6658,946.7916,946.4964,946.6342,7811
2024-01-08 01:00:00,946.6342,946.7723,946.4727,946.5969,9185
2024-01-08 01:30:00,946.5969,946.7084,946.4182,946.5525,8990
2024-01-08 02:00:00,946.5525,946.6827,946.3919,946.5196,8368
2024-01-08 02:30:00,946.5196,946.6585,946.3574,946.4842,7824
2024-01-08 03:00:00,946.4842,946.6222,946.3344,946.4589,8261
2024-01-08 03:30:00,946.4589,946.5989,946.2993,946.4249,6972
2024-01-08 04:00:00,946.4249,946.5595,946.262,946.39,8730
2024-01-08 04:30:00,946.39,946.5134,946.229,946.3598,7813
2024-01-08 05:00:00,946.3598,946.4831,946.1877,946.3215,7401
2024-01-08 05:30:00,946.3215,946.4594,946.151,946.285,8442
2024-01-08 06:00:00,946.285,946.4218,946.1213,946.2519,8057
2024-01-08 06:30:00,946.2519,946.3797,946.0791,946.2182,8417
2024-01-08 07:00:00,946.2182,946.3515,946.0698,946.1919,8403
2024-01-08 07:30:00,946.1919,946.312,946.0301,946.149,8671
2024-01-08 08:00:00,946.149,946.2745,945.977,946.1164,8122
2024-01-08 08:30:00,946.1164,946.2536,945.9602,946.0854,6414
2024-01-08 09:00:00,946.0854,946.2092,945.9143,946.0512,8256
2024-01-08 09:30:00,946.0512,946.1675,945.8773,946.0112,8321
2024-01-08 10:00:00,946.0112,946.1441,945.852,945.9799,8572
2024-01-08 10:30:00,945.9799,946.1185,945.8256,945.9554,7011
2024-01-08 11:00:00,945.9554,946.0849,945.7829,945.9222,7072
2024-01-08 11:30:00,945.9222,946.0578,945.7488,945.88,8111
2024-01-08 12:00:00,945.88,946.0096,945.7316,945.8465,8580
2024-01-08 12:30:00,945.8465,945.9809,945.6875,945.8024,7439
2024-01-08 13:00:00,945.8024,945.9302,945.639,945.7651,8512
2024-01-08 13:30:00,945.7651,945.8927,945.5854,945.7225,7880
2024-01-08 14:00:00,945.7225,945.8529,945.5602,945.6876,9086
2024-01-08 14:30:00,945.6876,945.8017,945.5102,945.6515,8668
2024-01-08 15:00:00,945.6515,945.7869,945.4948,945.6187,8215
2024-01-08 15:30:00,945.6187,945.7514,945.4591,945.581,8086
2024-01-08 16:00:00,945.581,945.7117,945.419,945.5441,7937
2024-01-08 16:30:00,945.5441,945.6696,945.3833,945.5149,9161
2024-01-08 17:00:00,945.5149,945.644,945.3383,945.4759,7654
2024-01-08 17:30:00,945.4759,945.6135,945.3027,945.4368,7814
2024-01-08 18:00:00,945.4368,945.5635,945.2757,945.4001,8468
2024-01-08 18:30:00,945.4001,945.5326,945.2304,945.3642,8076
2024-01-08 19:00:00,945.3642,945.4977,945.1921,945.3208,7132
2024-01-08 19:30:00,945.3208,945.4363,945.1625,945.2938,7536
2024-01-08 20:00:00,945.2938,945.4337,945.1148,945.2531,7277
2024-01-08 20:30:00,945.2531,945.3747,945.0961,945.2226,7988
2024-01-08 21:00:00,945.2226,945.3473,945.0443,945.1816,8721
2024-01-08 21:30:00,945.1816,945.3174,945.0236,945.1589,9269
2024-01-08 22:00:00,945.1589,945.2887,944.9917,945.1298,7584
2024-01-08 22:30:00,945.1298,945.2628,944.9576,945.096,7407
2024-01-08 23:00:00,945.096,945.2315,944.9382,945.0611,8740
2024-01-08 23:30:00,945.0611,945.1845,944.8895,945.0298,8414
2024-01-09 00:00:00,931.0,931.4653,930.9006,931.336,8059
2024-01-09 00:30:00,931.336,931.7873,931.2288,931.648,7834
2024-01-09 01:00:00,931.648,932.0118,931.5132,931.9173,7698
2024-01-09 01:30:00,931.9173,932.2641,931.8094,932.1405,8834
2024-01-09 02:00:00,932.1405,932.6228,932.0062,932.4904,9139
2024-01-09 02:30:00,932.4904,932.8405,932.3712,932.7287,7571
2024-01-09 03:00:00,932.7287,933.1305,932.5949,933.0335,7281
